,zip,lat,lng,city,state_id,state_name,county_name,Average Temperature (Kelvin),Average Air Pressure (hPa),Average Humidity (%),Average Daily Precipitation (mm)
438,29824,33.81939000000001,-81.99726,Edgefield,SC,South Carolina,Edgefield,291.0132142857143,1018.3319230769232,69.38593406593402,0.1243956043956044
439,29912,32.58262,-80.93074,Coosawhatchie,SC,South Carolina,Jasper,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
440,30002,33.77366,-84.26051,Avondale Estates,GA,Georgia,DeKalb,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
441,30008,33.89629,-84.58926,Marietta,GA,Georgia,Cobb,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
442,30011,34.02235,-83.83769000000002,Auburn,GA,Georgia,Barrow,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
443,30012,33.71884,-83.99866,Conyers,GA,Georgia,Rockdale,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
444,30014,33.57828,-83.82048,Covington,GA,Georgia,Newton,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
445,30017,33.89012,-83.96318000000002,Grayson,GA,Georgia,Gwinnett,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
446,30025,33.65591,-83.69573000000003,Social Circle,GA,Georgia,Walton,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
447,30103,34.366609999999994,-84.92071,Adairsville,GA,Georgia,Bartow,289.0514835164836,1017.7620054945058,71.75208791208787,0.1211813186813186
448,30110,33.742,-85.13332,Bremen,GA,Georgia,Haralson,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
449,30122,33.76298,-84.63819000000002,Lithia Springs,GA,Georgia,Douglas,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
450,30132,33.98839,-84.85866999999998,Dallas,GA,Georgia,Paulding,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
451,30139,34.43329,-84.70868,Fairmount,GA,Georgia,Gordon,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
452,30204,33.05729,-84.12512,Barnesville,GA,Georgia,Lamar,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
453,30216,33.23701,-83.88471,Flovilla,GA,Georgia,Butts,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
454,30217,33.28598,-85.1303,Franklin,GA,Georgia,Heard,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
455,30218,33.12743,-84.58358,Gay,GA,Georgia,Meriwether,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
456,30220,33.22505,-84.82432,Grantville,GA,Georgia,Coweta,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
457,30223,33.28629,-84.27968,Griffin,GA,Georgia,Spalding,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
458,30230,33.1642,-84.92214,Hogansville,GA,Georgia,Troup,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
459,30236,33.52244,-84.32426,Jonesboro,GA,Georgia,Clayton,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
460,30285,32.98852,-84.24909,The Rock,GA,Georgia,Upson,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
461,30401,32.6005,-82.35204,Swainsboro,GA,Georgia,Emanuel,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
462,30411,32.12818,-82.79817,Alamo,GA,Georgia,Wheeler,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
463,30415,32.32629,-81.60191,Brooklet,GA,Georgia,Bulloch,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
464,30417,32.17323,-81.9202,Claxton,GA,Georgia,Evans,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
465,30420,32.28838,-82.15678,Cobbtown,GA,Georgia,Tattnall,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
466,30436,32.1519,-82.28907,Lyons,GA,Georgia,Toombs,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
467,30439,32.40569,-82.07648,Metter,GA,Georgia,Candler,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
468,30442,32.801790000000004,-81.98904,Millen,GA,Georgia,Jenkins,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
469,30446,32.56752,-81.46858,Newington,GA,Georgia,Screven,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
470,30457,32.40041,-82.5676,Soperton,GA,Georgia,Treutlen,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
471,30501,34.31855,-83.81615,Gainesville,GA,Georgia,Hall,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
472,30510,34.44178,-83.58277,Alto,GA,Georgia,Habersham,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
473,30511,34.45741,-83.476,Baldwin,GA,Georgia,Banks,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
474,30513,34.824259999999995,-84.31999,Blue Ridge,GA,Georgia,Fannin,289.0514835164836,1017.7620054945058,71.75208791208787,0.1211813186813186
475,30516,34.37562,-83.03707,Bowersville,GA,Georgia,Hart,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
476,30525,34.9087,-83.37164,Clayton,GA,Georgia,Rabun,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
477,30528,34.61549,-83.79491999999998,Cleveland,GA,Georgia,White,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
478,30533,34.5641,-84.01541,Dahlonega,GA,Georgia,Lumpkin,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
479,30534,34.43887,-84.15074,Dawsonville,GA,Georgia,Dawson,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
480,30538,34.50406,-83.26611,Eastanollee,GA,Georgia,Stephens,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
481,30546,34.9088,-83.70729,Hiawassee,GA,Georgia,Towns,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
482,30619,33.85751,-83.24105,Arnoldsville,GA,Georgia,Oglethorpe,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
483,30624,34.18721,-83.04685,Bowman,GA,Georgia,Elbert,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
484,30631,33.5678,-82.87594,Crawfordville,GA,Georgia,Taliaferro,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
485,30705,34.750170000000004,-84.74898,Chatsworth,GA,Georgia,Murray,289.0514835164836,1017.7620054945058,71.75208791208787,0.1211813186813186
486,30707,34.77638,-85.36036999999997,Chickamauga,GA,Georgia,Walker,289.0129120879122,1017.7325824175837,71.77010989010996,0.12296703296703292
487,30710,34.950590000000005,-84.91745999999998,Cohutta,GA,Georgia,Whitfield,289.0514835164836,1017.7620054945058,71.75208791208787,0.1211813186813186
488,30726,34.97625,-85.13959,Graysville,GA,Georgia,Catoosa,289.0514835164836,1017.7620054945058,71.75208791208787,0.1211813186813186
489,30730,34.35946,-85.42125,Lyerly,GA,Georgia,Chattooga,289.0129120879122,1017.7325824175837,71.77010989010996,0.12296703296703292
490,30738,34.79667,-85.47851999999997,Rising Fawn,GA,Georgia,Dade,289.0129120879122,1017.7325824175837,71.77010989010996,0.12296703296703292
491,30808,33.38342,-82.39349,Dearing,GA,Georgia,McDuffie,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
492,30810,33.23621,-82.58915,Gibson,GA,Georgia,Glascock,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
493,31001,31.97547,-83.34065,Abbeville,GA,Georgia,Wilcox,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
494,31003,32.60626,-83.21248,Allentown,GA,Georgia,Wilkinson,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
495,31005,32.5444,-83.59733,Bonaire,GA,Georgia,Houston,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
496,31007,32.18894,-83.93315,Byromville,GA,Georgia,Dooly,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
497,31008,32.65603,-83.78253000000002,Byron,GA,Georgia,Peach,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
498,31011,32.12692,-83.06217,Chauncey,GA,Georgia,Dodge,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
499,31014,32.41366,-83.34473,Cochran,GA,Georgia,Bleckley,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
500,31015,31.93552,-83.7753,Cordele,GA,Georgia,Crisp,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
501,31017,32.61857,-83.23188,Danville,GA,Georgia,Twiggs,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
502,31037,32.11228,-82.92721,McRae Helena,GA,Georgia,Telfair,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
503,31049,32.68759,-82.52365999999998,Kite,GA,Georgia,Johnson,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
504,31052,32.77312,-83.84470999999998,Lizella,GA,Georgia,Bibb,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
505,31061,33.076159999999994,-83.24655,Milledgeville,GA,Georgia,Baldwin,290.12865384615367,1018.1916758241765,68.79008241758241,0.11986263736263729
506,31301,31.75285,-81.60849,Allenhurst,GA,Georgia,Liberty,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
507,31302,32.12245,-81.34075,Bloomingdale,GA,Georgia,Effingham,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
508,31304,31.50906,-81.35236,Crescent,GA,Georgia,McIntosh,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
509,31308,32.17485,-81.48045,Ellabell,GA,Georgia,Bryan,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
510,31316,31.71717,-81.72851,Ludowici,GA,Georgia,Long,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
511,31501,31.22438,-82.35061,Waycross,GA,Georgia,Ware,294.45489010989013,1018.4065384615387,74.8507692307692,0.11928571428571424
512,31510,31.545820000000006,-82.44053000000002,Alma,GA,Georgia,Bacon,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
513,31512,31.54332,-83.01451,Ambrose,GA,Georgia,Coffee,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
514,31513,31.77745,-82.34738,Baxley,GA,Georgia,Appling,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
515,31516,31.30995,-82.25525,Blackshear,GA,Georgia,Pierce,294.45489010989013,1018.4065384615387,74.8507692307692,0.11928571428571424
516,31520,31.18071,-81.49481999999998,Brunswick,GA,Georgia,Glynn,294.45489010989013,1018.4065384615387,74.8507692307692,0.11928571428571424
517,31532,31.72255,-82.75263000000002,Denton,GA,Georgia,Jeff Davis,293.1197527472528,1018.4157967032963,77.00563186813184,0.11008241758241759
518,31537,30.89309,-82.00974000000002,Folkston,GA,Georgia,Charlton,294.45489010989013,1018.4065384615387,74.8507692307692,0.11928571428571424
519,31542,31.14309,-82.12071,Hoboken,GA,Georgia,Brantley,294.45489010989013,1018.4065384615387,74.8507692307692,0.11928571428571424
520,31601,30.751590000000004,-83.34206999999998,Valdosta,GA,Georgia,Lowndes,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
521,31620,31.11841,-83.43765,Adel,GA,Georgia,Cook,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
522,31622,31.379590000000004,-83.20569,Alapaha,GA,Georgia,Berrien,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
523,31623,31.07443,-82.64407,Argyle,GA,Georgia,Clinch,294.45489010989013,1018.4065384615387,74.8507692307692,0.11928571428571424
524,31624,31.29846,-82.72140999999998,Axson,GA,Georgia,Atkinson,294.45489010989013,1018.4065384615387,74.8507692307692,0.11928571428571424
525,31625,30.9931,-83.52844,Barney,GA,Georgia,Brooks,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
526,31626,30.77558,-83.80105999999998,Boston,GA,Georgia,Thomas,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
527,31635,31.10395,-83.05415,Lakeland,GA,Georgia,Lanier,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
528,31648,30.70649,-83.01903,Statenville,GA,Georgia,Echols,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
529,31701,31.55299,-84.15824,Albany,GA,Georgia,Dougherty,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
530,31714,31.71538,-83.68522,Ashburn,GA,Georgia,Turner,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
531,31722,31.06731,-83.62254,Berlin,GA,Georgia,Colquitt,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
532,31733,31.59177,-83.48964000000002,Chula,GA,Georgia,Tift,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
533,31750,31.73354,-83.21609000000002,Fitzgerald,GA,Georgia,Ben Hill,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
534,31772,31.72508,-83.95683000000002,Oakfield,GA,Georgia,Worth,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
535,31774,31.55876,-83.2738,Ocilla,GA,Georgia,Irwin,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
536,31804,32.66248,-84.88516,Cataula,GA,Georgia,Harris,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
537,31805,32.26851,-84.74498,Cusseta,GA,Georgia,Chattahoochee,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
538,31806,32.26545,-84.30895,Ellaville,GA,Georgia,Schley,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
539,31814,32.196940000000005,-84.85512,Louvale,GA,Georgia,Stewart,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
540,31820,32.57942,-84.82601,Midland,GA,Georgia,Muscogee,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
541,32008,29.91651,-82.91313000000002,Branford,FL,Florida,Suwannee,294.1585439560437,1018.5085989010995,77.03401098901101,0.09684065934065944
542,32033,29.78899,-81.44175,Elkton,FL,Florida,St. Johns,294.45489010989013,1018.4065384615387,74.8507692307692,0.11928571428571424
543,32040,30.24347,-82.23885,Glen Saint Mary,FL,Florida,Baker,294.45489010989013,1018.4065384615387,74.8507692307692,0.11928571428571424
544,32066,30.03677,-83.23398,Mayo,FL,Florida,Lafayette,294.1585439560437,1018.5085989010995,77.03401098901101,0.09684065934065944
545,32102,29.1468,-81.56166,Astor,FL,Florida,Lake,295.8673351648351,1017.555494505494,74.62571428571427,0.14769230769230776
546,32110,29.42166,-81.33933,Bunnell,FL,Florida,Flagler,295.8673351648351,1017.555494505494,74.62571428571427,0.14769230769230776
547,32114,29.19393,-81.05145,Daytona Beach,FL,Florida,Volusia,295.8673351648351,1017.555494505494,74.62571428571427,0.14769230769230776
548,32202,30.32503,-81.64801999999997,Jacksonville,FL,Florida,Duval,294.45489010989013,1018.4065384615387,74.8507692307692,0.11928571428571424
549,32301,30.42563,-84.25823000000003,Tallahassee,FL,Florida,Leon,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
550,32324,30.6525,-84.79151999999998,Chattahoochee,FL,Florida,Gadsden,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
551,32327,30.18667,-84.30565,Crawfordville,FL,Florida,Wakulla,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
552,32401,30.15978,-85.6608,Panama City,FL,Florida,Bay,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
553,32425,30.85518,-85.72081999999997,Bonifay,FL,Florida,Holmes,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
554,32456,29.80713,-85.30265,Port Saint Joe,FL,Florida,Gulf,293.5899725274726,1018.3409615384612,74.37785714285711,0.09857142857142862
555,32501,30.4284,-87.22238,Pensacola,FL,Florida,Escambia,293.0849725274726,1017.9908241758233,77.77766483516487,0.1576648351648352
556,32530,30.59823,-87.03036999999998,Bagdad,FL,Florida,Santa Rosa,293.0849725274726,1017.9908241758233,77.77766483516487,0.1576648351648352
557,32531,30.87685,-86.69100999999998,Baker,FL,Florida,Okaloosa,293.0849725274726,1017.9908241758233,77.77766483516487,0.1576648351648352
558,32601,29.64888,-82.32498000000002,Gainesville,FL,Florida,Alachua,294.1585439560437,1018.5085989010995,77.03401098901101,0.09684065934065944
559,32619,29.76169,-82.86261999999998,Bell,FL,Florida,Gilchrist,294.1585439560437,1018.5085989010995,77.03401098901101,0.09684065934065944
560,32621,29.42527,-82.62331,Bronson,FL,Florida,Levy,294.1585439560437,1018.5085989010995,77.03401098901101,0.09684065934065944
561,32628,29.63725,-83.20312,Cross City,FL,Florida,Dixie,294.1585439560437,1018.5085989010995,77.03401098901101,0.09684065934065944
562,32701,28.665340000000004,-81.36943000000002,Altamonte Springs,FL,Florida,Seminole,295.8673351648351,1017.555494505494,74.62571428571427,0.14769230769230776
563,32754,28.68916,-80.9262,Mims,FL,Florida,Brevard,295.8673351648351,1017.555494505494,74.62571428571427,0.14769230769230776
564,32948,27.88946,-80.73348,Fellsmere,FL,Florida,Indian River,296.608434065934,1017.636675824175,77.28140109890117,0.11200549450549449
565,33004,26.0579,-80.13852,Dania,FL,Florida,Broward,298.28486263736244,1017.2948351648354,74.11192307692303,0.15285714285714283
566,33010,25.833,-80.27868000000002,Hialeah,FL,Florida,Miami-Dade,298.2966758241759,1017.4557692307693,73.6085989010989,0.15436813186813178
567,33401,26.71645,-80.06779,West Palm Beach,FL,Florida,Palm Beach,298.15304945054936,1017.1292857142852,73.77189560439561,0.1732692307692308
568,33440,26.54379,-81.03645,Clewiston,FL,Florida,Hendry,298.15304945054936,1017.1292857142852,73.77189560439561,0.1732692307692308
569,33471,26.88424,-81.19281,Moore Haven,FL,Florida,Glades,297.1117857142858,1017.7595054945045,77.0298626373626,0.09601648351648352
570,33523,28.4247,-82.2184,Dade City,FL,Florida,Pasco,296.00590659340685,1017.9875274725268,75.63675824175824,0.18241758241758244
571,33701,27.77041,-82.6357,Saint Petersburg,FL,Florida,Pinellas,296.43126373626393,1017.3695879120883,76.32008241758238,0.1556043956043956
572,33825,27.6243,-81.46502,Avon Park,FL,Florida,Highlands,296.00590659340685,1017.9875274725268,75.63675824175824,0.18241758241758244
573,33834,27.60298,-81.99235999999998,Bowling Green,FL,Florida,Hardee,296.00590659340685,1017.9875274725268,75.63675824175824,0.18241758241758244
574,33848,28.2774,-81.50688000000002,Intercession City,FL,Florida,Osceola,295.8673351648351,1017.555494505494,74.62571428571427,0.14769230769230776
575,34101,26.04632,-81.76799,Naples,FL,Florida,Collier,297.1117857142858,1017.7595054945045,77.0298626373626,0.09601648351648352
576,34201,27.4028,-82.4678,Bradenton,FL,Florida,Manatee,296.43126373626393,1017.3695879120883,76.32008241758238,0.1556043956043956
577,34223,26.98035,-82.35198000000003,Englewood,FL,Florida,Sarasota,297.1117857142858,1017.7595054945045,77.0298626373626,0.09601648351648352
578,34266,27.19002,-81.8263,Arcadia,FL,Florida,DeSoto,297.1117857142858,1017.7595054945045,77.0298626373626,0.09601648351648352
579,34428,28.96087,-82.63391999999997,Crystal River,FL,Florida,Citrus,294.1585439560437,1018.5085989010995,77.03401098901101,0.09684065934065944
580,34601,28.59026,-82.36482,Brooksville,FL,Florida,Hernando,296.05357142857144,1017.7667307692305,75.13420329670333,0.1749175824175825
581,34945,27.43798,-80.55733000000002,Fort Pierce,FL,Florida,St. Lucie,296.69074175824176,1018.2114010989003,76.20008241758242,0.11648351648351649
582,34972,27.50653,-80.92711,Okeechobee,FL,Florida,Okeechobee,296.69074175824176,1018.2114010989003,76.20008241758242,0.11648351648351649
583,35004,33.60281,-86.49611999999998,Moody,AL,Alabama,St. Clair,290.6593956043958,1018.381675824175,72.16343406593411,0.12516483516483512
584,35007,33.21591,-86.79717,Alabaster,AL,Alabama,Shelby,290.6593956043958,1018.381675824175,72.16343406593411,0.12516483516483512
585,35010,32.91644,-85.9368,Alexander City,AL,Alabama,Tallapoosa,291.9701373626373,1018.0365384615383,74.03563186813187,0.12428571428571439
586,35013,33.90164,-86.51785,Allgood,AL,Alabama,Blount,290.6593956043958,1018.381675824175,72.16343406593411,0.12516483516483512
587,35014,33.35989,-86.26918,Alpine,AL,Alabama,Talladega,290.6593956043958,1018.381675824175,72.16343406593411,0.12516483516483512
588,35019,34.29852,-86.63523,Baileyton,AL,Alabama,Cullman,289.3873351648355,1017.4599999999997,72.89931318681325,0.143021978021978
589,35045,32.80704,-86.67285,Clanton,AL,Alabama,Chilton,291.9701373626373,1018.0365384615383,74.03563186813187,0.12428571428571439
590,35072,33.08977,-86.06138,Goodwater,AL,Alabama,Coosa,291.9701373626373,1018.0365384615383,74.03563186813187,0.12428571428571439
591,35111,33.284240000000004,-87.09455,McCalla,AL,Alabama,Tuscaloosa,290.6593956043958,1018.381675824175,72.16343406593411,0.12516483516483512
592,35441,32.85373,-87.73859,Akron,AL,Alabama,Hale,290.6593956043958,1018.381675824175,72.16343406593411,0.12516483516483512
593,35540,34.23388,-87.18817,Addison,AL,Alabama,Winston,289.3873351648355,1017.4599999999997,72.89931318681325,0.143021978021978
594,35610,34.95098,-87.24209,Anderson,AL,Alabama,Lauderdale,289.3873351648355,1017.4599999999997,72.89931318681325,0.143021978021978
595,35611,34.7671,-87.08566,Athens,AL,Alabama,Limestone,289.3873351648355,1017.4599999999997,72.89931318681325,0.143021978021978
596,35616,34.73885,-88.01897,Cherokee,AL,Alabama,Colbert,289.3873351648355,1017.4599999999997,72.89931318681325,0.143021978021978
597,35901,34.04799000000001,-85.9246,Gadsden,AL,Alabama,Etowah,289.3873351648355,1017.4599999999997,72.89931318681325,0.143021978021978
598,36003,32.45323,-86.72386999999998,Autaugaville,AL,Alabama,Autauga,291.9701373626373,1018.0365384615383,74.03563186813187,0.12428571428571439
599,36009,31.58356,-86.29694,Brantley,AL,Alabama,Crenshaw,291.9701373626373,1018.0365384615383,74.03563186813187,0.12428571428571439
600,36020,32.48818,-86.3193,Coosada,AL,Alabama,Elmore,291.9701373626373,1018.0365384615383,74.03563186813187,0.12428571428571439
601,36028,31.49916,-86.38884,Dozier,AL,Alabama,Covington,291.9701373626373,1018.0365384615383,74.03563186813187,0.12428571428571439
602,36029,32.1779,-85.93363000000002,Fitzpatrick,AL,Alabama,Bullock,291.9701373626373,1018.0365384615383,74.03563186813187,0.12428571428571439
603,36262,33.78757,-85.46555,Fruithurst,AL,Alabama,Cleburne,290.02532967032965,1018.2168131868127,70.73931318681323,0.14494505494505502
604,36311,31.60246,-85.68151,Ariton,AL,Alabama,Dale,291.9701373626373,1018.0365384615383,74.03563186813187,0.12428571428571439
605,36313,31.1786,-85.79394,Bellwood,AL,Alabama,Geneva,291.9701373626373,1018.0365384615383,74.03563186813187,0.12428571428571439
606,36401,31.47366,-86.9493,Evergreen,AL,Alabama,Conecuh,291.9701373626373,1018.0365384615383,74.03563186813187,0.12428571428571439
607,36505,30.94264,-88.01644,Axis,AL,Alabama,Mobile,293.0849725274726,1017.9908241758233,77.77766483516487,0.1576648351648352
608,36701,32.47679,-87.05709,Selma,AL,Alabama,Dallas,291.9701373626373,1018.0365384615383,74.03563186813187,0.12428571428571439
609,36732,32.42337,-87.9152,Demopolis,AL,Alabama,Marengo,291.9701373626373,1018.0365384615383,74.03563186813187,0.12428571428571439
610,36854,32.75379,-85.18444000000002,Valley,AL,Alabama,Chambers,291.8970879120879,1018.0831318681323,73.43131868131876,0.10991758241758236
611,36904,32.10202,-88.25861,Butler,AL,Alabama,Choctaw,293.0849725274726,1017.9908241758233,77.77766483516487,0.1576648351648352
612,37014,35.86957,-86.65754,Arrington,TN,Tennessee,Williamson,288.70887362637353,1017.7408516483516,72.04785714285713,0.12184065934065928
613,37015,36.28416,-87.07721,Ashland City,TN,Tennessee,Cheatham,288.77255494505494,1017.707582417583,69.02184065934067,0.12109890109890113
614,37016,35.95746,-86.10025,Auburntown,TN,Tennessee,Cannon,288.70887362637353,1017.7408516483516,72.04785714285713,0.12184065934065928
615,37022,36.50014,-86.31075,Bethpage,TN,Tennessee,Sumner,288.77255494505494,1017.707582417583,69.02184065934067,0.12109890109890113
616,37025,35.9487,-87.30774,Bon Aqua,TN,Tennessee,Hickman,288.77255494505494,1017.707582417583,69.02184065934067,0.12109890109890113
617,37029,36.04186,-87.26451999999998,Burns,TN,Tennessee,Dickson,288.77255494505494,1017.707582417583,69.02184065934067,0.12109890109890113
618,37030,36.27439,-85.94758,Carthage,TN,Tennessee,Smith,288.70887362637353,1017.7408516483516,72.04785714285713,0.12184065934065928
619,37032,36.52424,-87.01714,Cedar Hill,TN,Tennessee,Robertson,289.7204395604397,1016.7769505494495,72.81362637362638,0.08381868131868131
620,37074,36.41897,-86.14428000000002,Hartsville,TN,Tennessee,Trousdale,288.77255494505494,1017.707582417583,69.02184065934067,0.12109890109890113
621,37078,35.92275,-87.76786,Hurricane Mills,TN,Tennessee,Humphreys,289.7204395604397,1016.7769505494495,72.81362637362638,0.08381868131868131
622,37301,35.41970999999999,-85.79526,Altamont,TN,Tennessee,Grundy,289.0129120879122,1017.7325824175837,71.77010989010996,0.12296703296703292
623,37303,35.4407,-84.64319,Athens,TN,Tennessee,McMinn,289.0514835164836,1017.7620054945058,71.75208791208787,0.1211813186813186
624,37310,35.26387000000001,-84.78005,Charleston,TN,Tennessee,Bradley,289.0514835164836,1017.7620054945058,71.75208791208787,0.1211813186813186
625,37321,35.50222,-85.00766999999998,Dayton,TN,Tennessee,Rhea,289.0514835164836,1017.7620054945058,71.75208791208787,0.1211813186813186
626,37322,35.49567000000001,-84.81600999999998,Decatur,TN,Tennessee,Meigs,289.0514835164836,1017.7620054945058,71.75208791208787,0.1211813186813186
627,37327,35.42277,-85.40585,Dunlap,TN,Tennessee,Sequatchie,289.0514835164836,1017.7620054945058,71.75208791208787,0.1211813186813186
628,37367,35.63171,-85.2266,Pikeville,TN,Tennessee,Bledsoe,289.0514835164836,1017.7620054945058,71.75208791208787,0.1211813186813186
629,37642,36.52903,-82.72991,Church Hill,TN,Tennessee,Hawkins,288.21909340659363,1017.2791758241761,74.10703296703295,0.12991758241758225
630,37643,36.37734,-82.13641,Elizabethton,TN,Tennessee,Carter,288.21909340659363,1017.2791758241761,74.10703296703295,0.12991758241758225
631,37650,36.10446,-82.45622,Erwin,TN,Tennessee,Unicoi,288.21909340659363,1017.2791758241761,74.10703296703295,0.12991758241758225
632,37708,36.32525,-83.33404,Bean Station,TN,Tennessee,Grainger,288.21909340659363,1017.2791758241761,74.10703296703295,0.12991758241758225
633,37713,36.09017,-83.13206,Bybee,TN,Tennessee,Cocke,288.21909340659363,1017.2791758241761,74.10703296703295,0.12991758241758225
634,37715,36.55424,-83.96049000000002,Clairfield,TN,Tennessee,Claiborne,288.21909340659363,1017.2791758241761,74.10703296703295,0.12991758241758225
635,37738,35.6702,-83.47480999999998,Gatlinburg,TN,Tennessee,Sevier,288.21909340659363,1017.2791758241761,74.10703296703295,0.12991758241758225
636,37742,35.6754,-84.18028000000002,Greenback,TN,Tennessee,Loudon,288.21909340659363,1017.2791758241761,74.10703296703295,0.12991758241758225
