,zip,lat,lng,city,state_id,state_name,county_name,Average Temperature (Kelvin),Average Air Pressure (hPa),Average Humidity (%),Average Daily Precipitation (mm)
419,29105,33.80843,-81.59564,Monetta,SC,South Carolina,Aiken,282.21250000000003,1019.7574999999999,73.99,0.21250000000000002
420,29114,33.9537,-79.93236999999998,Olanta,SC,South Carolina,Florence,282.21250000000003,1019.7574999999999,73.99,0.21250000000000002
421,29138,34.044540000000005,-81.77280999999998,Saluda,SC,South Carolina,Saluda,282.21250000000003,1019.7574999999999,73.99,0.21250000000000002
422,29301,34.93486,-82.01161,Spartanburg,SC,South Carolina,Spartanburg,279.46000000000004,1019.4825000000001,73.85,0.235
423,29325,34.47227,-81.84268,Clinton,SC,South Carolina,Laurens,282.21250000000003,1019.7574999999999,73.99,0.21250000000000002
424,29401,32.778690000000005,-79.93494,Charleston,SC,South Carolina,Charleston,284.71500000000003,1019.8025,80.5475,0.16
425,29440,33.37712,-79.329,Georgetown,SC,South Carolina,Georgetown,284.71500000000003,1019.8025,80.5475,0.16
426,29511,33.97729,-79.11497,Aynor,SC,South Carolina,Horry,283.2775,1019.6449999999999,77.50999999999999,0.1325
427,29512,34.62635,-79.70984,Bennettsville,SC,South Carolina,Marlboro,280.9525,1019.6075000000001,74.97,0.1775
428,29536,34.41899,-79.37304,Dillon,SC,South Carolina,Dillon,280.9525,1019.6075000000001,74.97,0.1775
429,29601,34.847770000000004,-82.4027,Greenville,SC,South Carolina,Greenville,280.4425,1019.805,73.02250000000001,0.26
430,29620,34.17875,-82.42872,Abbeville,SC,South Carolina,Abbeville,280.4425,1019.805,73.02250000000001,0.26
431,29621,34.50703,-82.60538000000003,Anderson,SC,South Carolina,Anderson,280.4425,1019.805,73.02250000000001,0.26
432,29630,34.74024,-82.79867,Central,SC,South Carolina,Pickens,280.4425,1019.805,73.02250000000001,0.26
433,29643,34.51182,-83.00057,Fair Play,SC,South Carolina,Oconee,280.4425,1019.805,73.02250000000001,0.26
434,29646,34.13472,-82.15202,Greenwood,SC,South Carolina,Greenwood,282.21250000000003,1019.7574999999999,73.99,0.21250000000000002
435,29810,32.99533,-81.37633000000002,Allendale,SC,South Carolina,Allendale,285.7925,1019.7974999999999,82.025,0.09
436,29812,33.22683,-81.44135,Barnwell,SC,South Carolina,Barnwell,282.21250000000003,1019.7574999999999,73.99,0.21250000000000002
437,29821,33.643809999999995,-82.11184,Clarks Hill,SC,South Carolina,McCormick,282.21250000000003,1019.7574999999999,73.99,0.21250000000000002
438,29824,33.81939000000001,-81.99726,Edgefield,SC,South Carolina,Edgefield,282.21250000000003,1019.7574999999999,73.99,0.21250000000000002
439,29912,32.58262,-80.93074,Coosawhatchie,SC,South Carolina,Jasper,285.7925,1019.7974999999999,82.025,0.09
440,30002,33.77366,-84.26051,Avondale Estates,GA,Georgia,DeKalb,280.2075,1019.7475,75.9525,0.245
441,30008,33.89629,-84.58926,Marietta,GA,Georgia,Cobb,280.2075,1019.7475,75.9525,0.245
442,30011,34.02235,-83.83769000000002,Auburn,GA,Georgia,Barrow,280.4425,1019.805,73.02250000000001,0.26
443,30012,33.71884,-83.99866,Conyers,GA,Georgia,Rockdale,280.2075,1019.7475,75.9525,0.245
444,30014,33.57828,-83.82048,Covington,GA,Georgia,Newton,280.2075,1019.7475,75.9525,0.245
445,30017,33.89012,-83.96318000000002,Grayson,GA,Georgia,Gwinnett,280.2075,1019.7475,75.9525,0.245
446,30025,33.65591,-83.69573000000003,Social Circle,GA,Georgia,Walton,280.4425,1019.805,73.02250000000001,0.26
447,30103,34.366609999999994,-84.92071,Adairsville,GA,Georgia,Bartow,278.52250000000004,1020.2625,76.66,0.2225
448,30110,33.742,-85.13332,Bremen,GA,Georgia,Haralson,280.2075,1019.7475,75.9525,0.245
449,30122,33.76298,-84.63819000000002,Lithia Springs,GA,Georgia,Douglas,280.2075,1019.7475,75.9525,0.245
450,30132,33.98839,-84.85866999999998,Dallas,GA,Georgia,Paulding,280.2075,1019.7475,75.9525,0.245
451,30139,34.43329,-84.70868,Fairmount,GA,Georgia,Gordon,280.2075,1019.7475,75.9525,0.245
452,30204,33.05729,-84.12512,Barnesville,GA,Georgia,Lamar,280.2075,1019.7475,75.9525,0.245
453,30216,33.23701,-83.88471,Flovilla,GA,Georgia,Butts,280.2075,1019.7475,75.9525,0.245
454,30217,33.28598,-85.1303,Franklin,GA,Georgia,Heard,280.2075,1019.7475,75.9525,0.245
455,30218,33.12743,-84.58358,Gay,GA,Georgia,Meriwether,280.2075,1019.7475,75.9525,0.245
456,30220,33.22505,-84.82432,Grantville,GA,Georgia,Coweta,280.2075,1019.7475,75.9525,0.245
457,30223,33.28629,-84.27968,Griffin,GA,Georgia,Spalding,280.2075,1019.7475,75.9525,0.245
458,30230,33.1642,-84.92214,Hogansville,GA,Georgia,Troup,283.9075,1019.6275,76.72749999999999,0.255
459,30236,33.52244,-84.32426,Jonesboro,GA,Georgia,Clayton,280.2075,1019.7475,75.9525,0.245
460,30285,32.98852,-84.24909,The Rock,GA,Georgia,Upson,280.2075,1019.7475,75.9525,0.245
461,30401,32.6005,-82.35204,Swainsboro,GA,Georgia,Emanuel,285.7925,1019.7974999999999,82.025,0.09
462,30411,32.12818,-82.79817,Alamo,GA,Georgia,Wheeler,285.7925,1019.7974999999999,82.025,0.09
463,30415,32.32629,-81.60191,Brooklet,GA,Georgia,Bulloch,285.7925,1019.7974999999999,82.025,0.09
464,30417,32.17323,-81.9202,Claxton,GA,Georgia,Evans,285.7925,1019.7974999999999,82.025,0.09
465,30420,32.28838,-82.15678,Cobbtown,GA,Georgia,Tattnall,285.7925,1019.7974999999999,82.025,0.09
466,30436,32.1519,-82.28907,Lyons,GA,Georgia,Toombs,285.7925,1019.7974999999999,82.025,0.09
467,30439,32.40569,-82.07648,Metter,GA,Georgia,Candler,285.7925,1019.7974999999999,82.025,0.09
468,30442,32.801790000000004,-81.98904,Millen,GA,Georgia,Jenkins,285.7925,1019.7974999999999,82.025,0.09
469,30446,32.56752,-81.46858,Newington,GA,Georgia,Screven,285.7925,1019.7974999999999,82.025,0.09
470,30457,32.40041,-82.5676,Soperton,GA,Georgia,Treutlen,285.7925,1019.7974999999999,82.025,0.09
471,30501,34.31855,-83.81615,Gainesville,GA,Georgia,Hall,280.4425,1019.805,73.02250000000001,0.26
472,30510,34.44178,-83.58277,Alto,GA,Georgia,Habersham,280.4425,1019.805,73.02250000000001,0.26
473,30511,34.45741,-83.476,Baldwin,GA,Georgia,Banks,280.4425,1019.805,73.02250000000001,0.26
474,30513,34.824259999999995,-84.31999,Blue Ridge,GA,Georgia,Fannin,278.52250000000004,1020.2625,76.66,0.2225
475,30516,34.37562,-83.03707,Bowersville,GA,Georgia,Hart,280.4425,1019.805,73.02250000000001,0.26
476,30525,34.9087,-83.37164,Clayton,GA,Georgia,Rabun,280.4425,1019.805,73.02250000000001,0.26
477,30528,34.61549,-83.79491999999998,Cleveland,GA,Georgia,White,280.4425,1019.805,73.02250000000001,0.26
478,30533,34.5641,-84.01541,Dahlonega,GA,Georgia,Lumpkin,280.4425,1019.805,73.02250000000001,0.26
479,30534,34.43887,-84.15074,Dawsonville,GA,Georgia,Dawson,280.2075,1019.7475,75.9525,0.245
480,30538,34.50406,-83.26611,Eastanollee,GA,Georgia,Stephens,280.4425,1019.805,73.02250000000001,0.26
481,30546,34.9088,-83.70729,Hiawassee,GA,Georgia,Towns,280.4425,1019.805,73.02250000000001,0.26
482,30619,33.85751,-83.24105,Arnoldsville,GA,Georgia,Oglethorpe,280.4425,1019.805,73.02250000000001,0.26
483,30624,34.18721,-83.04685,Bowman,GA,Georgia,Elbert,280.4425,1019.805,73.02250000000001,0.26
484,30631,33.5678,-82.87594,Crawfordville,GA,Georgia,Taliaferro,280.4425,1019.805,73.02250000000001,0.26
485,30705,34.750170000000004,-84.74898,Chatsworth,GA,Georgia,Murray,278.52250000000004,1020.2625,76.66,0.2225
486,30707,34.77638,-85.36036999999997,Chickamauga,GA,Georgia,Walker,278.52750000000003,1020.1275,76.5975,0.2175
487,30710,34.950590000000005,-84.91745999999998,Cohutta,GA,Georgia,Whitfield,278.52250000000004,1020.2625,76.66,0.2225
488,30726,34.97625,-85.13959,Graysville,GA,Georgia,Catoosa,278.52250000000004,1020.2625,76.66,0.2225
489,30730,34.35946,-85.42125,Lyerly,GA,Georgia,Chattooga,278.52750000000003,1020.1275,76.5975,0.2175
490,30738,34.79667,-85.47851999999997,Rising Fawn,GA,Georgia,Dade,278.52750000000003,1020.1275,76.5975,0.2175
491,30808,33.38342,-82.39349,Dearing,GA,Georgia,McDuffie,280.4425,1019.805,73.02250000000001,0.26
492,30810,33.23621,-82.58915,Gibson,GA,Georgia,Glascock,280.4425,1019.805,73.02250000000001,0.26
493,31001,31.97547,-83.34065,Abbeville,GA,Georgia,Wilcox,283.9075,1019.6275,76.72749999999999,0.255
494,31003,32.60626,-83.21248,Allentown,GA,Georgia,Wilkinson,280.4425,1019.805,73.02250000000001,0.26
495,31005,32.5444,-83.59733,Bonaire,GA,Georgia,Houston,283.9075,1019.6275,76.72749999999999,0.255
496,31007,32.18894,-83.93315,Byromville,GA,Georgia,Dooly,283.9075,1019.6275,76.72749999999999,0.255
497,31008,32.65603,-83.78253000000002,Byron,GA,Georgia,Peach,283.9075,1019.6275,76.72749999999999,0.255
498,31011,32.12692,-83.06217,Chauncey,GA,Georgia,Dodge,283.9075,1019.6275,76.72749999999999,0.255
499,31014,32.41366,-83.34473,Cochran,GA,Georgia,Bleckley,283.9075,1019.6275,76.72749999999999,0.255
500,31015,31.93552,-83.7753,Cordele,GA,Georgia,Crisp,283.9075,1019.6275,76.72749999999999,0.255
501,31017,32.61857,-83.23188,Danville,GA,Georgia,Twiggs,280.4425,1019.805,73.02250000000001,0.26
502,31037,32.11228,-82.92721,McRae Helena,GA,Georgia,Telfair,285.7925,1019.7974999999999,82.025,0.09
503,31049,32.68759,-82.52365999999998,Kite,GA,Georgia,Johnson,285.7925,1019.7974999999999,82.025,0.09
504,31052,32.77312,-83.84470999999998,Lizella,GA,Georgia,Bibb,283.9075,1019.6275,76.72749999999999,0.255
505,31061,33.076159999999994,-83.24655,Milledgeville,GA,Georgia,Baldwin,280.4425,1019.805,73.02250000000001,0.26
506,31301,31.75285,-81.60849,Allenhurst,GA,Georgia,Liberty,285.7925,1019.7974999999999,82.025,0.09
507,31302,32.12245,-81.34075,Bloomingdale,GA,Georgia,Effingham,285.7925,1019.7974999999999,82.025,0.09
508,31304,31.50906,-81.35236,Crescent,GA,Georgia,McIntosh,285.7925,1019.7974999999999,82.025,0.09
509,31308,32.17485,-81.48045,Ellabell,GA,Georgia,Bryan,285.7925,1019.7974999999999,82.025,0.09
510,31316,31.71717,-81.72851,Ludowici,GA,Georgia,Long,285.7925,1019.7974999999999,82.025,0.09
511,31501,31.22438,-82.35061,Waycross,GA,Georgia,Ware,288.3775,1019.7950000000001,79.225,0.165
512,31510,31.545820000000006,-82.44053000000002,Alma,GA,Georgia,Bacon,285.7925,1019.7974999999999,82.025,0.09
513,31512,31.54332,-83.01451,Ambrose,GA,Georgia,Coffee,286.375,1020.0325,79.1575,0.155
514,31513,31.77745,-82.34738,Baxley,GA,Georgia,Appling,285.7925,1019.7974999999999,82.025,0.09
515,31516,31.30995,-82.25525,Blackshear,GA,Georgia,Pierce,288.3775,1019.7950000000001,79.225,0.165
516,31520,31.18071,-81.49481999999998,Brunswick,GA,Georgia,Glynn,288.3775,1019.7950000000001,79.225,0.165
517,31532,31.72255,-82.75263000000002,Denton,GA,Georgia,Jeff Davis,285.7925,1019.7974999999999,82.025,0.09
518,31537,30.89309,-82.00974000000002,Folkston,GA,Georgia,Charlton,288.3775,1019.7950000000001,79.225,0.165
519,31542,31.14309,-82.12071,Hoboken,GA,Georgia,Brantley,288.3775,1019.7950000000001,79.225,0.165
520,31601,30.751590000000004,-83.34206999999998,Valdosta,GA,Georgia,Lowndes,286.375,1020.0325,79.1575,0.155
521,31620,31.11841,-83.43765,Adel,GA,Georgia,Cook,286.375,1020.0325,79.1575,0.155
522,31622,31.379590000000004,-83.20569,Alapaha,GA,Georgia,Berrien,286.375,1020.0325,79.1575,0.155
523,31623,31.07443,-82.64407,Argyle,GA,Georgia,Clinch,288.3775,1019.7950000000001,79.225,0.165
524,31624,31.29846,-82.72140999999998,Axson,GA,Georgia,Atkinson,288.3775,1019.7950000000001,79.225,0.165
525,31625,30.9931,-83.52844,Barney,GA,Georgia,Brooks,286.375,1020.0325,79.1575,0.155
526,31626,30.77558,-83.80105999999998,Boston,GA,Georgia,Thomas,286.375,1020.0325,79.1575,0.155
527,31635,31.10395,-83.05415,Lakeland,GA,Georgia,Lanier,286.375,1020.0325,79.1575,0.155
528,31648,30.70649,-83.01903,Statenville,GA,Georgia,Echols,286.375,1020.0325,79.1575,0.155
529,31701,31.55299,-84.15824,Albany,GA,Georgia,Dougherty,286.375,1020.0325,79.1575,0.155
530,31714,31.71538,-83.68522,Ashburn,GA,Georgia,Turner,283.9075,1019.6275,76.72749999999999,0.255
531,31722,31.06731,-83.62254,Berlin,GA,Georgia,Colquitt,286.375,1020.0325,79.1575,0.155
532,31733,31.59177,-83.48964000000002,Chula,GA,Georgia,Tift,286.375,1020.0325,79.1575,0.155
533,31750,31.73354,-83.21609000000002,Fitzgerald,GA,Georgia,Ben Hill,286.375,1020.0325,79.1575,0.155
534,31772,31.72508,-83.95683000000002,Oakfield,GA,Georgia,Worth,283.9075,1019.6275,76.72749999999999,0.255
535,31774,31.55876,-83.2738,Ocilla,GA,Georgia,Irwin,286.375,1020.0325,79.1575,0.155
536,31804,32.66248,-84.88516,Cataula,GA,Georgia,Harris,283.9075,1019.6275,76.72749999999999,0.255
537,31805,32.26851,-84.74498,Cusseta,GA,Georgia,Chattahoochee,283.9075,1019.6275,76.72749999999999,0.255
538,31806,32.26545,-84.30895,Ellaville,GA,Georgia,Schley,283.9075,1019.6275,76.72749999999999,0.255
539,31814,32.196940000000005,-84.85512,Louvale,GA,Georgia,Stewart,283.9075,1019.6275,76.72749999999999,0.255
540,31820,32.57942,-84.82601,Midland,GA,Georgia,Muscogee,283.9075,1019.6275,76.72749999999999,0.255
541,32008,29.91651,-82.91313000000002,Branford,FL,Florida,Suwannee,288.345,1019.9975,81.14999999999999,0.0925
542,32033,29.78899,-81.44175,Elkton,FL,Florida,St. Johns,288.3775,1019.7950000000001,79.225,0.165
543,32040,30.24347,-82.23885,Glen Saint Mary,FL,Florida,Baker,288.3775,1019.7950000000001,79.225,0.165
544,32066,30.03677,-83.23398,Mayo,FL,Florida,Lafayette,288.345,1019.9975,81.14999999999999,0.0925
545,32102,29.1468,-81.56166,Astor,FL,Florida,Lake,291.2525,1018.275,79.52250000000001,0.14
546,32110,29.42166,-81.33933,Bunnell,FL,Florida,Flagler,291.2525,1018.275,79.52250000000001,0.14
547,32114,29.19393,-81.05145,Daytona Beach,FL,Florida,Volusia,291.2525,1018.275,79.52250000000001,0.14
548,32202,30.32503,-81.64801999999997,Jacksonville,FL,Florida,Duval,288.3775,1019.7950000000001,79.225,0.165
549,32301,30.42563,-84.25823000000003,Tallahassee,FL,Florida,Leon,286.375,1020.0325,79.1575,0.155
550,32324,30.6525,-84.79151999999998,Chattahoochee,FL,Florida,Gadsden,286.375,1020.0325,79.1575,0.155
551,32327,30.18667,-84.30565,Crawfordville,FL,Florida,Wakulla,286.375,1020.0325,79.1575,0.155
552,32401,30.15978,-85.6608,Panama City,FL,Florida,Bay,286.375,1020.0325,79.1575,0.155
553,32425,30.85518,-85.72081999999997,Bonifay,FL,Florida,Holmes,286.375,1020.0325,79.1575,0.155
554,32456,29.80713,-85.30265,Port Saint Joe,FL,Florida,Gulf,286.375,1020.0325,79.1575,0.155
555,32501,30.4284,-87.22238,Pensacola,FL,Florida,Escambia,284.685,1018.89,79.465,0.34500000000000003
556,32530,30.59823,-87.03036999999998,Bagdad,FL,Florida,Santa Rosa,284.685,1018.89,79.465,0.34500000000000003
557,32531,30.87685,-86.69100999999998,Baker,FL,Florida,Okaloosa,284.685,1018.89,79.465,0.34500000000000003
558,32601,29.64888,-82.32498000000002,Gainesville,FL,Florida,Alachua,288.345,1019.9975,81.14999999999999,0.0925
559,32619,29.76169,-82.86261999999998,Bell,FL,Florida,Gilchrist,288.345,1019.9975,81.14999999999999,0.0925
560,32621,29.42527,-82.62331,Bronson,FL,Florida,Levy,288.345,1019.9975,81.14999999999999,0.0925
561,32628,29.63725,-83.20312,Cross City,FL,Florida,Dixie,288.345,1019.9975,81.14999999999999,0.0925
562,32701,28.665340000000004,-81.36943000000002,Altamonte Springs,FL,Florida,Seminole,291.2525,1018.275,79.52250000000001,0.14
563,32754,28.68916,-80.9262,Mims,FL,Florida,Brevard,291.2525,1018.275,79.52250000000001,0.14
564,32948,27.88946,-80.73348,Fellsmere,FL,Florida,Indian River,292.6875,1019.0625,82.26499999999999,0.13499999999999998
565,33004,26.0579,-80.13852,Dania,FL,Florida,Broward,295.84499999999997,1018.635,76.13499999999999,0.10749999999999998
566,33010,25.833,-80.27868000000002,Hialeah,FL,Florida,Miami-Dade,295.8375,1018.7625,76.315,0.11249999999999999
567,33401,26.71645,-80.06779,West Palm Beach,FL,Florida,Palm Beach,295.69,1018.73,76.7575,0.1925
568,33440,26.54379,-81.03645,Clewiston,FL,Florida,Hendry,295.69,1018.73,76.7575,0.1925
569,33471,26.88424,-81.19281,Moore Haven,FL,Florida,Glades,293.185,1018.81,80.80000000000001,0.0325
570,33523,28.4247,-82.2184,Dade City,FL,Florida,Pasco,291.245,1019.7575,79.9125,0.1325
571,33701,27.77041,-82.6357,Saint Petersburg,FL,Florida,Pinellas,291.32250000000005,1018.6225,83.2775,0.0925
572,33825,27.6243,-81.46502,Avon Park,FL,Florida,Highlands,291.245,1019.7575,79.9125,0.1325
573,33834,27.60298,-81.99235999999998,Bowling Green,FL,Florida,Hardee,291.245,1019.7575,79.9125,0.1325
574,33848,28.2774,-81.50688000000002,Intercession City,FL,Florida,Osceola,291.2525,1018.275,79.52250000000001,0.14
575,34101,26.04632,-81.76799,Naples,FL,Florida,Collier,293.185,1018.81,80.80000000000001,0.0325
576,34201,27.4028,-82.4678,Bradenton,FL,Florida,Manatee,291.32250000000005,1018.6225,83.2775,0.0925
577,34223,26.98035,-82.35198000000003,Englewood,FL,Florida,Sarasota,293.185,1018.81,80.80000000000001,0.0325
578,34266,27.19002,-81.8263,Arcadia,FL,Florida,DeSoto,293.185,1018.81,80.80000000000001,0.0325
579,34428,28.96087,-82.63391999999997,Crystal River,FL,Florida,Citrus,288.345,1019.9975,81.14999999999999,0.0925
580,34601,28.59026,-82.36482,Brooksville,FL,Florida,Hernando,291.245,1019.4875,79.67,0.11250000000000002
581,34945,27.43798,-80.55733000000002,Fort Pierce,FL,Florida,St. Lucie,293.3425,1018.53,80.5075,0.1
582,34972,27.50653,-80.92711,Okeechobee,FL,Florida,Okeechobee,293.3425,1018.53,80.5075,0.1
583,35004,33.60281,-86.49611999999998,Moody,AL,Alabama,St. Clair,280.515,1019.8025,75.23249999999999,0.2625
584,35007,33.21591,-86.79717,Alabaster,AL,Alabama,Shelby,280.515,1019.8025,75.23249999999999,0.2625
585,35010,32.91644,-85.9368,Alexander City,AL,Alabama,Tallapoosa,282.6825,1020.105,76.9,0.29000000000000004
586,35013,33.90164,-86.51785,Allgood,AL,Alabama,Blount,280.515,1019.8025,75.23249999999999,0.2625
587,35014,33.35989,-86.26918,Alpine,AL,Alabama,Talladega,280.515,1019.8025,75.23249999999999,0.2625
588,35019,34.29852,-86.63523,Baileyton,AL,Alabama,Cullman,278.565,1019.0525,77.695,0.2825
589,35045,32.80704,-86.67285,Clanton,AL,Alabama,Chilton,282.6825,1020.105,76.9,0.29000000000000004
590,35072,33.08977,-86.06138,Goodwater,AL,Alabama,Coosa,282.6825,1020.105,76.9,0.29000000000000004
591,35111,33.284240000000004,-87.09455,McCalla,AL,Alabama,Tuscaloosa,280.515,1019.8025,75.23249999999999,0.2625
592,35441,32.85373,-87.73859,Akron,AL,Alabama,Hale,280.515,1019.8025,75.23249999999999,0.2625
593,35540,34.23388,-87.18817,Addison,AL,Alabama,Winston,278.565,1019.0525,77.695,0.2825
594,35610,34.95098,-87.24209,Anderson,AL,Alabama,Lauderdale,278.565,1019.0525,77.695,0.2825
595,35611,34.7671,-87.08566,Athens,AL,Alabama,Limestone,278.565,1019.0525,77.695,0.2825
596,35616,34.73885,-88.01897,Cherokee,AL,Alabama,Colbert,278.565,1019.0525,77.695,0.2825
597,35901,34.04799000000001,-85.9246,Gadsden,AL,Alabama,Etowah,278.565,1019.0525,77.695,0.2825
598,36003,32.45323,-86.72386999999998,Autaugaville,AL,Alabama,Autauga,282.6825,1020.105,76.9,0.29000000000000004
599,36009,31.58356,-86.29694,Brantley,AL,Alabama,Crenshaw,282.6825,1020.105,76.9,0.29000000000000004
600,36020,32.48818,-86.3193,Coosada,AL,Alabama,Elmore,282.6825,1020.105,76.9,0.29000000000000004
601,36028,31.49916,-86.38884,Dozier,AL,Alabama,Covington,282.6825,1020.105,76.9,0.29000000000000004
602,36029,32.1779,-85.93363000000002,Fitzpatrick,AL,Alabama,Bullock,282.6825,1020.105,76.9,0.29000000000000004
603,36262,33.78757,-85.46555,Fruithurst,AL,Alabama,Cleburne,280.2075,1019.7475,75.9525,0.245
604,36311,31.60246,-85.68151,Ariton,AL,Alabama,Dale,282.6825,1020.105,76.9,0.29000000000000004
605,36313,31.1786,-85.79394,Bellwood,AL,Alabama,Geneva,282.6825,1020.105,76.9,0.29000000000000004
606,36401,31.47366,-86.9493,Evergreen,AL,Alabama,Conecuh,282.6825,1020.105,76.9,0.29000000000000004
607,36505,30.94264,-88.01644,Axis,AL,Alabama,Mobile,284.685,1018.89,79.465,0.34500000000000003
608,36701,32.47679,-87.05709,Selma,AL,Alabama,Dallas,282.6825,1020.105,76.9,0.29000000000000004
609,36732,32.42337,-87.9152,Demopolis,AL,Alabama,Marengo,282.6825,1020.105,76.9,0.29000000000000004
610,36854,32.75379,-85.18444000000002,Valley,AL,Alabama,Chambers,283.9075,1019.6275,76.72749999999999,0.255
611,36904,32.10202,-88.25861,Butler,AL,Alabama,Choctaw,284.685,1018.89,79.465,0.34500000000000003
612,37014,35.86957,-86.65754,Arrington,TN,Tennessee,Williamson,277.1825,1020.1425,77.925,0.1875
613,37015,36.28416,-87.07721,Ashland City,TN,Tennessee,Cheatham,276.885,1020.4425,71.7725,0.19
614,37016,35.95746,-86.10025,Auburntown,TN,Tennessee,Cannon,277.1825,1020.1425,77.925,0.1875
615,37022,36.50014,-86.31075,Bethpage,TN,Tennessee,Sumner,276.885,1020.4425,71.7725,0.19
616,37025,35.9487,-87.30774,Bon Aqua,TN,Tennessee,Hickman,276.885,1020.4425,71.7725,0.19
617,37029,36.04186,-87.26451999999998,Burns,TN,Tennessee,Dickson,276.885,1020.4425,71.7725,0.19
618,37030,36.27439,-85.94758,Carthage,TN,Tennessee,Smith,277.1825,1020.1425,77.925,0.1875
619,37032,36.52424,-87.01714,Cedar Hill,TN,Tennessee,Robertson,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
620,37074,36.41897,-86.14428000000002,Hartsville,TN,Tennessee,Trousdale,276.885,1020.4425,71.7725,0.19
621,37078,35.92275,-87.76786,Hurricane Mills,TN,Tennessee,Humphreys,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
622,37301,35.41970999999999,-85.79526,Altamont,TN,Tennessee,Grundy,278.52750000000003,1020.1275,76.5975,0.2175
623,37303,35.4407,-84.64319,Athens,TN,Tennessee,McMinn,278.52250000000004,1020.2625,76.66,0.2225
624,37310,35.26387000000001,-84.78005,Charleston,TN,Tennessee,Bradley,278.52250000000004,1020.2625,76.66,0.2225
625,37321,35.50222,-85.00766999999998,Dayton,TN,Tennessee,Rhea,278.52250000000004,1020.2625,76.66,0.2225
626,37322,35.49567000000001,-84.81600999999998,Decatur,TN,Tennessee,Meigs,278.52250000000004,1020.2625,76.66,0.2225
627,37327,35.42277,-85.40585,Dunlap,TN,Tennessee,Sequatchie,278.52250000000004,1020.2625,76.66,0.2225
628,37367,35.63171,-85.2266,Pikeville,TN,Tennessee,Bledsoe,278.52250000000004,1020.2625,76.66,0.2225
629,37642,36.52903,-82.72991,Church Hill,TN,Tennessee,Hawkins,277.375,1020.0125,79.19749999999999,0.23500000000000001
630,37643,36.37734,-82.13641,Elizabethton,TN,Tennessee,Carter,277.375,1020.0125,79.19749999999999,0.23500000000000001
631,37650,36.10446,-82.45622,Erwin,TN,Tennessee,Unicoi,277.375,1020.0125,79.19749999999999,0.23500000000000001
632,37708,36.32525,-83.33404,Bean Station,TN,Tennessee,Grainger,277.375,1020.0125,79.19749999999999,0.23500000000000001
633,37713,36.09017,-83.13206,Bybee,TN,Tennessee,Cocke,277.375,1020.0125,79.19749999999999,0.23500000000000001
634,37715,36.55424,-83.96049000000002,Clairfield,TN,Tennessee,Claiborne,277.375,1020.0125,79.19749999999999,0.23500000000000001
635,37738,35.6702,-83.47480999999998,Gatlinburg,TN,Tennessee,Sevier,277.375,1020.0125,79.19749999999999,0.23500000000000001
636,37742,35.6754,-84.18028000000002,Greenback,TN,Tennessee,Loudon,277.375,1020.0125,79.19749999999999,0.23500000000000001
637,37813,36.176,-83.26505999999998,Morristown,TN,Tennessee,Hamblen,277.375,1020.0125,79.19749999999999,0.23500000000000001
638,38001,35.81094,-89.15658,Alamo,TN,Tennessee,Crockett,277.06500000000005,1021.0224999999999,75.6925,0.145
639,38004,35.41885,-89.76739,Atoka,TN,Tennessee,Tipton,277.06500000000005,1021.0224999999999,75.6925,0.145
640,38007,36.15948,-89.4271,Bogota,TN,Tennessee,Dyer,277.06500000000005,1021.0224999999999,75.6925,0.145
641,38008,35.24682,-88.99499,Bolivar,TN,Tennessee,Hardeman,277.06500000000005,1021.0224999999999,75.6925,0.145
642,38221,36.24504,-88.03583,Big Sandy,TN,Tennessee,Benton,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
643,38225,36.32087,-88.67904,Dresden,TN,Tennessee,Weakley,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
644,38232,36.34943,-89.32268,Hornbeak,TN,Tennessee,Obion,277.06500000000005,1021.0224999999999,75.6925,0.145
645,38233,36.20283,-89.04853,Kenton,TN,Tennessee,Gibson,277.06500000000005,1021.0224999999999,75.6925,0.145
646,38310,35.25849,-88.39883,Adamsville,TN,Tennessee,McNairy,277.06500000000005,1021.0224999999999,75.6925,0.145
647,38311,35.43642,-88.10553,Bath Springs,TN,Tennessee,Decatur,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
648,38326,35.05788,-88.28787,Counce,TN,Tennessee,Hardin,278.565,1019.0525,77.695,0.2825
649,38401,35.62902000000001,-87.02062,Columbia,TN,Tennessee,Maury,277.1825,1020.1425,77.925,0.1875
650,38504,36.39558,-84.72439,Allardt,TN,Tennessee,Fentress,277.375,1020.0125,79.19749999999999,0.23500000000000001
651,38541,36.52956,-85.33738000000002,Allons,TN,Tennessee,Overton,277.1825,1020.1425,77.925,0.1875
652,38549,36.56081,-85.1516,Byrdstown,TN,Tennessee,Pickett,277.375,1020.0125,79.19749999999999,0.23500000000000001
653,38585,35.69355,-85.42668,Spencer,TN,Tennessee,Van Buren,278.52250000000004,1020.2625,76.66,0.2225
654,38606,34.30467,-89.95591999999998,Batesville,MS,Mississippi,Panola,277.025,1021.5074999999999,76.4475,0.11
655,38610,34.65293,-89.02614,Blue Mountain,MS,Mississippi,Tippah,277.025,1021.5074999999999,76.4475,0.11
656,38614,34.155770000000004,-90.60406,Clarksdale,MS,Mississippi,Coahoma,277.025,1021.5074999999999,76.4475,0.11
